type,amount,oldbalanceOrg,newbalanceOrig,target
TRANSFER,2190.13,5709.84,1605.3,0
TRANSFER,3989.84,9160.9,7821.56,0
CASH_IN,3820.3,4195.31,823.98,0
PAYMENT,4736.45,8189.46,2434.78,1
CASH_IN,4317.51,1173.76,9786.16,0
CASH_IN,4027.74,4449.9,9965.78,0
CASH_OUT,2789.66,4863.82,8046.27,0
CASH_IN,2699.61,7608.19,1462.81,0
TRANSFER,1267.24,3405.93,1312.26,0
PAYMENT,2121.57,2376.62,2889.03,1
OTHER,879.67,3476.07,1248.23,0
OTHER,948.83,9859.41,6833.73,0
CASH_IN,1628.13,5489.0,7422.19,0
CASH_OUT,438.47,7404.92,6202.62,0
CASH_IN,4182.62,5182.06,9108.33,0
OTHER,4388.21,8066.37,2961.65,1
TRANSFER,3481.53,3061.19,1870.92,0
TRANSFER,4181.32,107.61,9047.22,0
CASH_OUT,349.94,2068.73,7644.8,0
PAYMENT,914.58,2480.14,4811.0,0
CASH_IN,2642.73,1731.57,340.65,0
CASH_OUT,4680.83,2439.71,2906.5,0
OTHER,3056.42,5172.12,3677.11,0
PAYMENT,1049.64,610.11,4033.43,1
PAYMENT,1393.17,8586.46,3537.84,0
CASH_IN,2260.76,5263.64,8968.2,1
CASH_IN,4394.19,8585.84,8510.45,0
TRANSFER,1640.43,3153.22,6132.97,0
PAYMENT,4143.75,6014.42,3508.31,0
PAYMENT,1399.75,590.62,7529.21,1
PAYMENT,2403.12,4473.22,7889.91,0
CASH_OUT,2694.56,2970.19,3091.73,0
TRANSFER,1834.68,2410.51,5941.42,0
TRANSFER,4265.52,2092.04,1068.52,0
PAYMENT,4111.68,9395.45,5319.62,0
OTHER,4211.82,1099.15,5236.45,0
TRANSFER,4994.36,4808.24,8538.3,0
CASH_IN,3849.37,3024.46,6979.46,0
OTHER,3927.27,2863.66,8146.63,0
TRANSFER,4481.9,8750.52,5747.7,0
TRANSFER,622.15,2557.45,5556.6,0
TRANSFER,3828.91,5107.02,2569.87,0
PAYMENT,1982.9,2576.25,7218.55,0
PAYMENT,3207.06,241.0,3294.41,0
CASH_IN,1788.05,3146.63,821.92,0
OTHER,3310.18,5923.05,7014.73,0
TRANSFER,2119.08,9588.78,2037.3,1
CASH_OUT,596.28,7004.86,4829.01,0
PAYMENT,1546.97,4975.54,1192.3,0
CASH_IN,2710.9,2259.85,9056.92,0
TRANSFER,1503.68,4999.97,2935.04,0
PAYMENT,2145.02,680.27,6755.84,1
CASH_IN,1356.15,54.24,3942.82,0
CASH_OUT,3602.55,3362.26,2711.66,0
TRANSFER,3293.66,3873.9,2298.48,1
CASH_OUT,2556.94,201.08,2780.08,0
PAYMENT,1126.79,6058.75,7535.58,0
TRANSFER,4723.2,9447.82,6877.12,0
CASH_IN,2770.43,7996.86,3010.62,0
PAYMENT,1862.9,4318.25,6930.19,0
CASH_OUT,1573.51,3031.3,7762.03,0
CASH_IN,3451.83,8950.06,2864.9,0
CASH_OUT,1223.8,6410.69,3379.17,0
PAYMENT,154.22,2619.07,8885.58,0
PAYMENT,4334.14,3386.86,5157.96,0
PAYMENT,3087.56,6410.12,786.11,0
CASH_OUT,1672.99,8449.97,9263.41,0
PAYMENT,938.2,6267.97,3057.48,0
CASH_IN,3184.63,2248.01,1298.36,0
PAYMENT,3401.61,2094.01,7584.16,0
OTHER,4752.46,517.62,597.06,0
CASH_IN,2501.11,1005.14,6730.69,0
PAYMENT,4596.14,2323.07,5559.84,0
PAYMENT,3126.47,2063.66,7397.9,1
TRANSFER,4677.36,2441.76,9606.94,0
CASH_IN,1427.54,3198.84,2750.24,0
CASH_OUT,2899.78,2083.96,1685.98,0
PAYMENT,25.86,2310.93,8765.57,0
TRANSFER,4337.77,6222.9,5261.19,0
CASH_IN,4882.73,8581.18,1021.56,0
CASH_OUT,4723.69,5825.27,5023.2,0
OTHER,2807.6,2146.21,6104.34,0
OTHER,1631.44,1042.67,9383.56,0
CASH_OUT,3264.93,9733.28,218.33,0
OTHER,2767.21,9325.57,8219.2,0
PAYMENT,2256.57,3007.17,1287.33,1
OTHER,3673.21,4369.2,9672.01,0
TRANSFER,4220.13,5806.55,5384.0,0
CASH_OUT,698.62,1199.27,3807.05,0
TRANSFER,4524.6,5724.24,5526.93,0
TRANSFER,2094.68,3989.32,7755.43,0
TRANSFER,864.86,2854.49,9319.53,1
CASH_IN,3666.8,9460.21,4009.77,1
CASH_OUT,1123.56,605.96,2850.65,0
CASH_OUT,1758.0,4700.61,7103.86,0
CASH_IN,702.96,968.88,271.8,0
PAYMENT,883.73,8751.73,3668.39,0
OTHER,1919.16,7718.55,2833.38,0
CASH_IN,2286.22,3534.15,1997.03,0
PAYMENT,919.37,3281.06,3206.13,0
OTHER,1074.13,5592.27,6394.1,0
PAYMENT,3720.82,3323.54,9452.54,0
CASH_IN,3055.97,5886.27,2938.04,0
CASH_OUT,4930.71,6742.9,9719.4,0
PAYMENT,1481.23,8143.35,5266.86,0
PAYMENT,3713.25,5165.31,3413.51,0
CASH_IN,356.94,1219.43,1990.35,0
CASH_IN,1101.17,9301.69,4880.7,0
CASH_IN,1868.01,3928.76,9871.06,0
OTHER,177.92,362.42,3435.77,0
PAYMENT,3812.57,4707.74,6818.03,0
TRANSFER,2656.78,8738.42,2186.15,0
CASH_IN,2201.09,1818.74,9586.58,0
CASH_OUT,1468.11,593.65,530.92,0
OTHER,2598.07,3571.48,5035.98,0
PAYMENT,276.11,1341.0,3049.18,0
CASH_IN,3630.05,8070.72,4601.82,0
OTHER,1491.16,210.82,2185.48,0
CASH_IN,583.3,7619.46,5745.74,0
TRANSFER,1967.41,4133.34,4715.72,0
PAYMENT,2994.71,3730.72,3380.18,0
TRANSFER,2650.72,7794.56,6436.67,0
CASH_IN,4101.34,4172.02,8272.5,0
PAYMENT,3671.62,5668.61,1621.79,0
OTHER,685.54,7278.47,8505.25,0
TRANSFER,479.67,1246.79,7295.49,0
CASH_OUT,963.45,2610.31,4726.55,0
TRANSFER,1488.99,5886.64,5218.32,0
CASH_OUT,1239.44,4686.69,4085.33,0
CASH_IN,2614.65,8739.94,7149.59,0
TRANSFER,1634.61,7340.78,625.4,0
PAYMENT,2667.53,9402.43,5177.06,1
OTHER,4039.19,1160.72,2423.97,0
PAYMENT,973.07,9675.78,8067.18,0
CASH_OUT,1064.14,201.28,6246.58,0
CASH_IN,1325.33,9747.24,9148.36,0
CASH_IN,1163.11,3692.23,1449.48,0
CASH_OUT,3145.73,9647.66,7081.19,0
OTHER,711.38,1900.05,5837.94,0
PAYMENT,2971.59,9778.49,7590.04,0
OTHER,1117.63,9218.9,4150.03,0
CASH_OUT,4534.99,4448.4,6526.74,0
OTHER,4980.11,8787.04,8022.55,0
PAYMENT,1125.48,513.0,7284.94,0
CASH_IN,4546.36,6897.18,163.71,0
CASH_IN,2426.6,2957.42,8074.8,1
PAYMENT,1635.44,9205.63,3074.92,0
CASH_OUT,579.36,5192.33,1497.87,0
OTHER,2975.35,9473.31,1206.2,0
CASH_IN,3801.49,7655.44,5802.08,0
CASH_IN,1408.43,8488.86,7146.24,0
PAYMENT,3218.1,2324.13,5775.5,0
OTHER,3441.73,433.7,1445.81,0
CASH_IN,4795.27,4975.81,6118.01,0
PAYMENT,773.18,5331.96,8517.18,0
TRANSFER,1502.45,1406.79,4988.01,0
TRANSFER,1039.68,7830.22,9288.24,0
CASH_IN,3747.2,4015.42,7563.13,0
CASH_OUT,386.34,3315.23,3727.84,0
OTHER,3909.83,6417.44,8008.77,0
PAYMENT,522.03,757.91,1325.74,0
OTHER,1795.66,3327.07,208.97,0
OTHER,2863.57,875.59,6547.19,0
CASH_OUT,4442.06,182.82,8177.95,0
TRANSFER,816.03,6007.04,9001.05,0
CASH_OUT,3379.76,8404.77,8614.23,0
TRANSFER,1200.42,8347.55,7375.27,0
PAYMENT,744.36,6567.69,1362.52,0
PAYMENT,2211.3,9919.32,8247.91,0
CASH_IN,2235.96,4046.53,8228.42,0
TRANSFER,1842.73,6342.98,3182.31,0
CASH_IN,1410.99,1569.9,2730.56,0
CASH_OUT,1001.53,9074.13,7801.46,0
TRANSFER,3595.56,8992.98,6204.74,0
PAYMENT,1668.1,3444.91,1883.41,0
OTHER,4205.77,7127.76,4517.29,0
PAYMENT,4158.53,6521.72,7878.2,0
OTHER,3106.72,5580.63,8550.96,0
CASH_IN,1660.12,2585.04,8220.63,0
CASH_OUT,3172.97,2423.32,4612.82,0
CASH_IN,1835.46,8580.42,4353.57,1
CASH_IN,975.86,8151.33,9053.21,0
OTHER,1645.74,3836.63,6259.51,0
CASH_IN,1144.67,71.28,835.89,0
TRANSFER,367.73,5318.07,4144.83,0
OTHER,41.88,5709.57,5004.12,0
CASH_IN,1372.12,7368.68,5860.06,0
CASH_OUT,3257.77,5685.39,6159.45,0
CASH_IN,4966.25,3332.28,4644.7,0
PAYMENT,1490.7,420.2,2353.79,1
CASH_OUT,3989.7,8449.41,7098.93,0
OTHER,3296.13,928.25,4550.77,0
OTHER,1579.27,4820.88,8972.15,0
OTHER,4989.29,4854.66,9812.41,0
CASH_OUT,4115.47,1497.14,5913.77,1
PAYMENT,1588.86,6063.77,7687.26,0
PAYMENT,2000.2,7053.49,6787.27,0
TRANSFER,1412.92,6496.77,1317.78,1
CASH_OUT,2222.31,8191.55,4638.69,1
CASH_OUT,363.18,6387.82,1789.77,0
TRANSFER,4838.2,4956.69,6329.74,0
OTHER,1966.1,3835.88,8469.24,0
CASH_IN,685.37,2459.29,3798.6,0
OTHER,3827.77,2829.26,4734.84,0
CASH_OUT,1790.8,8812.53,9199.13,1
CASH_OUT,1832.29,8520.35,9189.67,0
PAYMENT,2159.09,2641.68,9850.73,0
OTHER,1299.67,3071.65,9306.15,0
OTHER,563.77,429.17,767.8,1
CASH_OUT,2363.22,1768.53,9066.77,0
CASH_IN,2639.3,5806.62,9937.84,0
PAYMENT,1141.73,8421.83,3905.98,0
TRANSFER,4002.38,892.73,5094.8,0
TRANSFER,2819.76,395.05,9406.74,0
PAYMENT,3172.46,7743.3,9565.05,0
CASH_OUT,300.79,624.36,5331.9,0
TRANSFER,4143.01,6702.31,6041.11,0
TRANSFER,2793.35,5337.88,4963.05,0
TRANSFER,1426.75,1071.88,339.69,0
PAYMENT,2738.31,9048.38,3990.3,0
TRANSFER,643.06,1427.59,8378.69,1
TRANSFER,332.04,1473.78,1492.3,0
CASH_IN,4568.32,2152.65,4621.52,0
PAYMENT,2061.4,3617.43,6248.9,0
TRANSFER,3242.18,6601.71,7426.66,0
TRANSFER,1962.26,8385.54,5750.12,0
TRANSFER,2615.26,8541.96,9971.0,0
CASH_IN,2666.29,9485.67,8830.01,0
OTHER,4438.3,417.77,8796.6,1
PAYMENT,1097.66,8548.81,6446.31,0
CASH_IN,4228.14,7202.55,5850.23,0
OTHER,713.26,4828.11,3013.24,0
PAYMENT,3339.72,432.93,9701.49,0
PAYMENT,4613.48,3337.89,9067.01,0
PAYMENT,3988.15,2144.09,8363.92,0
OTHER,3059.48,1682.29,4547.26,0
TRANSFER,4533.8,2208.05,3044.82,0
PAYMENT,1426.9,9876.28,7830.31,0
CASH_OUT,1437.13,1666.93,9038.77,0
CASH_OUT,965.39,5131.8,8361.57,0
CASH_IN,3519.56,4880.06,4384.85,0
OTHER,607.49,1473.99,1200.35,0
CASH_OUT,2691.57,2915.28,9239.25,0
CASH_OUT,3191.11,5672.45,4505.87,0
PAYMENT,2100.72,5139.31,789.69,0
CASH_IN,323.77,5033.77,1156.43,0
OTHER,2070.93,9080.08,7009.41,0
TRANSFER,3737.98,7317.0,7205.46,0
TRANSFER,1705.79,4558.5,4908.47,0
CASH_IN,3974.59,4380.1,1790.88,0
CASH_OUT,913.22,8236.63,8417.44,0
CASH_IN,4489.81,4226.32,9084.72,0
PAYMENT,1527.43,6937.01,2622.26,0
PAYMENT,3376.12,8965.92,4273.43,0
CASH_OUT,4670.5,7397.38,3460.52,0
TRANSFER,3782.69,2508.21,278.04,0
CASH_OUT,3415.05,6935.56,7742.64,0
TRANSFER,3101.6,4658.8,1359.28,0
CASH_IN,4416.38,9808.85,4214.6,0
CASH_OUT,1501.98,7487.87,4151.31,0
TRANSFER,4943.42,5241.46,5488.51,0
OTHER,3734.87,586.77,9139.74,0
CASH_OUT,630.57,8801.0,7114.18,0
OTHER,3484.07,4043.97,9441.21,0
TRANSFER,1865.79,9419.01,6354.41,0
TRANSFER,1831.32,2835.02,5697.62,1
CASH_OUT,2490.41,4854.74,3271.44,1
PAYMENT,3196.59,219.41,3065.31,0
OTHER,1543.64,7797.24,9925.29,1
CASH_OUT,1162.75,6424.77,9501.32,0
PAYMENT,1177.33,625.37,6165.6,0
CASH_OUT,2479.55,9122.06,7942.26,0
PAYMENT,4795.24,1659.09,6456.03,1
TRANSFER,3119.26,9823.32,7565.13,0
TRANSFER,3112.13,3842.47,5805.73,0
OTHER,2239.95,7799.03,1597.46,0
TRANSFER,942.05,6528.25,2486.0,0
TRANSFER,983.09,6569.19,3565.29,0
CASH_IN,1790.02,113.66,4286.85,0
TRANSFER,4339.55,6626.78,9861.27,0
CASH_OUT,1254.66,5723.64,2966.34,0
PAYMENT,922.06,8712.6,2711.76,0
CASH_IN,2348.82,5800.57,87.72,0
TRANSFER,4624.42,4367.26,546.16,0
TRANSFER,1989.65,3798.94,5368.57,0
TRANSFER,3411.94,7189.0,2295.51,0
CASH_IN,1757.39,3944.94,1887.53,0
TRANSFER,3230.02,3137.42,1928.59,0
CASH_IN,1516.78,5501.05,1448.55,1
OTHER,3039.91,150.62,309.07,0
TRANSFER,640.71,5276.59,6026.08,0
TRANSFER,714.28,7343.35,1972.29,0
CASH_IN,2154.1,7735.03,8657.12,0
CASH_IN,3773.3,6110.61,6863.28,0
TRANSFER,4710.37,819.68,4635.39,0
PAYMENT,234.11,6520.54,4121.35,0
CASH_IN,3977.01,8210.25,8100.89,0
PAYMENT,2395.85,4646.92,2764.02,1
PAYMENT,1002.39,4354.45,9645.75,0
CASH_OUT,2074.58,8552.84,9509.27,0
OTHER,1161.67,7304.86,1717.14,0
PAYMENT,142.08,4570.5,8380.5,0
CASH_IN,1840.02,1941.51,9250.78,0
PAYMENT,65.65,6215.05,2692.03,0
PAYMENT,3802.45,4139.48,338.98,0
CASH_IN,4556.01,3727.89,5315.07,1
OTHER,1472.21,8090.38,2866.91,0
CASH_IN,1803.71,8675.38,5804.72,0
CASH_IN,622.15,5422.06,68.37,0
PAYMENT,3384.35,5554.56,5015.16,1
TRANSFER,3587.7,7371.89,751.69,0
CASH_OUT,1651.22,9112.72,2079.96,0
CASH_IN,2864.39,1042.48,9920.51,0
TRANSFER,1110.62,6904.14,8904.26,0
PAYMENT,104.39,7832.15,6681.0,0
OTHER,2936.27,9045.24,5150.03,0
CASH_OUT,677.6,2785.59,3416.61,0
TRANSFER,4098.39,9996.25,8399.23,0
TRANSFER,4512.37,363.39,3190.94,0
CASH_OUT,984.36,6156.94,5547.63,0
CASH_IN,667.16,9967.83,171.86,0
CASH_OUT,4394.38,1493.01,8991.28,0
CASH_OUT,1129.3,2181.1,9091.43,0
CASH_OUT,4648.99,8113.04,6578.88,0
PAYMENT,2334.02,1665.86,7698.55,0
PAYMENT,3858.5,7883.07,2078.39,0
OTHER,1044.55,8697.31,1345.62,0
OTHER,4908.06,4730.43,2785.19,0
TRANSFER,4726.95,8267.02,5209.43,0
PAYMENT,4541.5,3536.08,3414.44,0
TRANSFER,3194.32,3808.28,1458.7,0
TRANSFER,4710.35,9689.5,5140.65,0
PAYMENT,4575.95,7840.8,5292.64,0
PAYMENT,2718.94,4882.86,1285.73,0
CASH_OUT,3871.46,8497.06,4609.65,0
PAYMENT,4001.12,5928.17,6247.78,0
TRANSFER,653.06,3190.98,1418.24,0
CASH_OUT,3675.77,5401.9,7146.38,0
CASH_OUT,1345.23,923.94,2288.4,0
OTHER,3436.81,2236.2,2895.23,0
CASH_IN,2784.21,6226.22,5735.52,1
CASH_IN,1250.01,1320.21,5114.23,0
CASH_OUT,691.06,1523.96,4580.76,0
CASH_OUT,2672.48,7194.99,744.29,0
CASH_OUT,4940.65,7901.66,5696.61,0
OTHER,1442.23,8310.35,3491.31,0
TRANSFER,4160.49,3677.91,970.38,0
OTHER,2177.61,7637.79,4932.42,0
TRANSFER,4018.87,4637.38,700.87,0
OTHER,2429.8,2134.55,9.4,0
CASH_IN,2556.29,9227.74,7018.4,0
OTHER,4053.29,7372.32,4386.81,0
PAYMENT,1869.61,7909.05,7402.26,0
TRANSFER,2176.71,2506.94,336.84,0
CASH_OUT,1805.8,2402.37,1731.33,0
CASH_OUT,2922.62,7877.0,8379.54,0
CASH_IN,2687.72,3763.54,5529.85,1
OTHER,3734.88,4760.06,6150.35,1
CASH_OUT,4262.43,162.06,746.6,0
CASH_OUT,70.91,4138.06,8912.57,0
CASH_OUT,2515.42,6790.97,3992.82,1
OTHER,959.8,3534.27,5383.73,0
PAYMENT,132.34,2975.62,3739.84,0
CASH_OUT,1193.53,1236.93,2483.94,0
PAYMENT,4767.89,2411.68,2592.54,0
PAYMENT,3275.69,2963.51,3773.97,0
CASH_IN,1963.12,3401.13,1.69,0
CASH_OUT,3251.6,1837.44,6214.14,0
CASH_IN,4400.22,3204.75,8134.13,0
OTHER,3047.6,217.89,7313.11,0
CASH_OUT,4082.45,3566.55,4235.3,0
PAYMENT,3976.4,2974.89,4416.62,0
TRANSFER,1020.15,4692.76,4890.19,0
OTHER,739.46,3688.58,3720.2,0
CASH_OUT,4616.02,2961.94,8810.34,0
OTHER,1444.02,4479.0,9066.13,0
TRANSFER,4583.0,6794.47,2473.4,0
CASH_OUT,1379.09,4301.16,3932.95,0
CASH_IN,1814.34,7848.26,2377.12,0
TRANSFER,1964.28,7191.93,4309.16,0
CASH_IN,4035.52,279.47,8376.28,0
OTHER,3012.6,484.29,7580.92,0
OTHER,622.07,4768.67,4690.57,1
CASH_IN,320.91,3959.6,8944.13,0
OTHER,4323.32,3201.58,6410.65,0
CASH_IN,1407.44,7171.0,174.88,0
CASH_IN,4813.43,9125.92,8886.12,0
TRANSFER,3579.2,7920.85,2849.52,0
TRANSFER,305.38,4750.85,9021.15,0
OTHER,1951.53,3574.21,5147.08,0
TRANSFER,3717.9,4112.37,9924.42,0
CASH_OUT,1690.17,6203.3,4800.67,0
CASH_OUT,1791.85,8900.24,2698.79,0
PAYMENT,4771.4,872.51,4743.28,0
PAYMENT,3784.87,2808.57,8358.28,0
CASH_OUT,4021.13,6020.23,171.57,0
CASH_IN,2150.69,2878.79,812.1,0
PAYMENT,1385.12,1115.63,7519.95,0
OTHER,1069.72,3558.69,5954.54,0
OTHER,32.5,8786.89,5060.75,1
OTHER,1559.31,1841.23,5264.26,0
OTHER,4154.79,3095.96,3060.44,0
CASH_OUT,2386.58,7423.83,7400.86,0
CASH_OUT,538.24,8586.12,3386.36,0
CASH_IN,803.41,3095.49,1576.55,0
TRANSFER,751.93,4755.66,209.96,0
CASH_IN,3440.47,7020.49,4853.31,0
OTHER,734.81,6261.36,5245.34,0
CASH_OUT,4472.41,4920.98,8553.08,0
CASH_OUT,2726.38,9281.42,3743.89,0
OTHER,3796.39,272.18,8986.0,0
PAYMENT,442.95,2756.59,8623.86,0
OTHER,3028.67,7693.74,1242.06,0
CASH_OUT,2617.16,2696.74,3683.49,0
OTHER,1944.29,1188.84,2926.03,0
TRANSFER,468.74,7671.59,8285.32,0
CASH_IN,4467.25,2850.76,5532.87,0
CASH_OUT,1937.67,3617.26,4756.96,0
PAYMENT,524.92,4621.48,8140.7,0
TRANSFER,4388.62,6056.32,1054.68,1
CASH_IN,3496.65,1745.71,6574.83,0
CASH_OUT,2762.18,355.27,9385.58,0
CASH_OUT,3632.35,9132.99,9919.26,0
CASH_IN,1389.36,3602.61,3593.77,0
PAYMENT,2919.94,8443.2,5698.88,0
CASH_OUT,4544.5,7875.39,9012.43,0
PAYMENT,1404.06,2965.46,5169.47,0
PAYMENT,1057.19,9146.65,7400.57,0
CASH_IN,3174.47,7968.68,1607.83,0
CASH_OUT,998.88,1301.71,7896.07,0
CASH_IN,1507.15,7484.92,5088.36,0
OTHER,3055.53,7273.26,2960.38,0
TRANSFER,4263.09,3164.32,4862.26,0
OTHER,3406.61,4738.92,7756.82,0
CASH_OUT,2606.44,9311.24,5935.0,0
CASH_IN,2568.46,5802.59,8012.12,0
CASH_IN,4027.59,2164.63,5789.49,0
CASH_OUT,1181.53,6484.38,6361.4,0
OTHER,2088.75,2263.09,4209.05,0
PAYMENT,4826.7,2032.49,9921.77,0
PAYMENT,3980.76,3264.95,9419.94,0
PAYMENT,4498.24,7657.0,2217.27,1
TRANSFER,3736.0,3478.57,7328.7,0
CASH_IN,1543.99,9462.32,6953.41,0
PAYMENT,2649.15,9535.3,4611.34,0
TRANSFER,258.29,1386.04,1405.51,0
OTHER,4095.38,2353.38,2800.82,0
PAYMENT,1376.79,5666.1,153.25,0
OTHER,3955.99,3337.43,1867.88,0
TRANSFER,1272.27,2785.84,646.18,0
OTHER,2439.04,6209.36,5719.92,0
TRANSFER,3795.3,8147.82,6171.09,0
PAYMENT,1327.28,1971.09,5583.09,1
CASH_IN,2361.75,979.39,9163.38,0
CASH_IN,4444.77,4404.16,9895.11,0
PAYMENT,1822.11,5185.27,6643.9,0
CASH_IN,801.34,9450.59,4018.02,0
PAYMENT,1563.23,5203.05,1345.49,0
CASH_IN,3771.64,3842.78,8056.88,0
CASH_IN,215.19,3679.25,8018.15,1
OTHER,1236.68,8436.58,2343.21,1
TRANSFER,108.98,8662.58,9434.28,0
TRANSFER,1749.76,3983.06,1620.94,0
CASH_OUT,4411.81,4550.49,5676.06,0
CASH_OUT,1310.57,5460.39,3237.34,0
PAYMENT,2644.24,3061.41,5292.85,0
CASH_IN,2443.02,9423.91,779.31,0
CASH_IN,3996.47,5000.38,3886.48,0
CASH_IN,1831.92,3534.75,4942.95,0
CASH_IN,2883.67,9475.92,116.68,0
CASH_OUT,3276.19,8196.49,4699.63,0
CASH_OUT,640.27,1806.64,1009.25,0
CASH_OUT,3660.67,9241.54,4012.09,0
OTHER,3309.08,6899.34,2814.83,1
PAYMENT,70.86,9076.61,1671.07,0
TRANSFER,4145.67,1842.54,1296.64,0
OTHER,854.95,4951.47,7473.62,0
PAYMENT,4426.19,9470.88,5698.63,0
PAYMENT,3967.63,1145.31,4929.56,0
OTHER,3281.77,1423.79,7733.57,0
TRANSFER,4083.87,6250.13,1685.72,0
CASH_IN,1107.9,4729.54,7842.45,0
OTHER,804.98,5943.14,3168.72,0
CASH_OUT,2905.39,1297.02,9758.65,0
CASH_OUT,1841.28,2295.93,7928.35,0
TRANSFER,815.54,1062.8,1790.0,0
CASH_IN,4380.5,3078.59,7518.97,1
OTHER,1695.14,8955.66,9522.32,0
CASH_OUT,4276.44,637.46,6686.84,1
OTHER,2502.11,2871.16,6444.07,1
OTHER,4891.78,641.81,3756.21,1
PAYMENT,3473.52,1210.03,1433.53,0
PAYMENT,2424.11,3965.41,2052.45,0
OTHER,3132.06,1734.56,2228.39,1
PAYMENT,3286.93,2825.24,1292.97,0
CASH_IN,4713.11,6048.41,3786.44,0
OTHER,3365.65,3551.83,8409.67,0
CASH_OUT,3974.82,2440.35,5839.25,1
CASH_OUT,4345.87,8211.11,219.91,0
CASH_OUT,3329.52,1624.63,350.86,0
CASH_IN,2436.19,6913.13,5008.5,0
PAYMENT,2588.7,5068.64,1379.67,0
TRANSFER,4907.58,3402.93,1822.14,0
OTHER,723.97,3638.11,6440.75,0
OTHER,4189.8,3376.19,6290.31,0
CASH_IN,3950.79,5235.2,2677.32,0
OTHER,2430.64,134.91,5102.0,0
CASH_OUT,38.69,3304.73,8748.17,0
OTHER,804.71,4655.94,5627.74,0
OTHER,2134.96,7243.52,7062.28,0
TRANSFER,1340.23,1189.11,2044.51,0
CASH_IN,4824.78,3020.54,5765.46,0
PAYMENT,3674.23,2905.88,207.04,0
TRANSFER,3842.17,9572.28,226.07,0
OTHER,2234.08,1750.81,7696.75,0
PAYMENT,4157.64,7623.98,5762.31,0
PAYMENT,3126.2,7326.86,9489.1,0
CASH_IN,3761.58,5098.14,6045.35,0
OTHER,836.03,5099.74,7357.75,0
OTHER,4326.66,3380.72,1136.19,0
OTHER,3888.69,7705.2,8422.83,0
OTHER,429.79,2110.03,8804.52,0
CASH_IN,4956.97,4584.16,459.4,0
OTHER,4162.18,2116.42,3168.28,1
CASH_OUT,3727.65,651.57,7565.0,0
PAYMENT,1122.49,3820.9,9615.55,0
PAYMENT,4808.28,3236.21,6747.6,0
TRANSFER,1585.65,4925.46,9065.4,0
OTHER,2805.82,822.83,423.73,1
CASH_IN,4698.03,7036.84,3394.18,0
OTHER,577.96,2254.17,7292.75,0
CASH_IN,1946.52,6630.78,931.35,0
CASH_OUT,4850.35,2383.64,400.04,0
CASH_OUT,3362.35,17.26,4349.19,0
TRANSFER,4406.53,3562.56,2811.79,0
OTHER,4384.83,991.14,9134.37,0
CASH_OUT,999.95,2170.99,5361.39,0
OTHER,1452.3,1314.27,7776.21,0
TRANSFER,279.11,1619.57,4787.69,0
OTHER,3312.55,2859.6,8625.41,0
CASH_IN,3075.62,8125.89,2153.26,0
TRANSFER,1146.05,9852.53,9575.36,0
CASH_OUT,3667.54,7568.77,6901.27,0
OTHER,1622.83,7377.08,6668.97,0
CASH_IN,347.26,8773.49,410.76,0
CASH_OUT,4750.86,2051.73,250.82,0
OTHER,1189.26,8616.28,6172.81,0
TRANSFER,2649.43,2416.75,2212.29,0
OTHER,3106.89,3522.62,7812.2,0
CASH_OUT,4697.17,8275.23,3071.27,0
OTHER,2869.45,9024.45,3918.38,0
OTHER,1160.68,1681.19,7808.15,0
TRANSFER,3876.0,6500.26,3609.14,0
PAYMENT,3776.39,7460.53,3222.77,0
CASH_OUT,4455.87,7393.16,1448.38,0
CASH_OUT,3121.51,5559.16,5461.46,0
OTHER,3162.04,1021.38,863.54,0
TRANSFER,2798.52,4546.37,3306.26,1
CASH_OUT,2527.53,7907.12,8129.84,0
PAYMENT,4930.11,850.27,7852.3,0
TRANSFER,77.94,7484.79,4278.65,0
OTHER,3239.29,2326.08,8433.56,0
CASH_OUT,957.66,8662.84,3574.98,0
OTHER,4564.75,6152.2,3348.65,0
CASH_OUT,2109.42,4149.69,7993.75,1
PAYMENT,3521.66,5074.51,3222.77,0
CASH_OUT,2688.32,8329.08,5343.47,0
CASH_IN,4857.05,7449.52,1849.99,0
TRANSFER,2517.7,827.63,1692.27,0
TRANSFER,1588.05,5228.02,5255.37,0
PAYMENT,4861.34,4412.25,8485.03,0
OTHER,77.55,8760.6,1445.47,0
TRANSFER,2153.02,1785.0,9108.94,0
OTHER,4005.9,5645.24,2056.71,0
PAYMENT,1896.18,2199.1,1749.45,0
PAYMENT,2783.02,8411.41,2630.06,0
PAYMENT,1567.97,7503.1,2083.67,0
TRANSFER,2601.24,9303.4,6907.92,0
CASH_OUT,4735.86,1010.07,8453.78,0
PAYMENT,2823.11,7984.58,4221.18,0
TRANSFER,2218.84,9465.9,6205.7,0
CASH_OUT,609.9,4874.27,3046.5,1
CASH_OUT,1320.95,2309.82,7898.6,0
CASH_OUT,3198.46,6260.81,2966.12,0
OTHER,4034.36,4284.13,8585.65,0
OTHER,3804.91,6908.49,4242.92,0
CASH_OUT,2282.34,1848.74,5914.3,0
CASH_IN,2756.73,4438.58,2414.11,0
TRANSFER,764.78,2303.03,7923.18,1
TRANSFER,1104.81,7287.69,9854.89,0
OTHER,2828.29,1693.19,2964.54,0
TRANSFER,3854.4,556.38,4278.31,0
TRANSFER,3145.09,203.95,8736.97,0
OTHER,2987.57,6705.56,1751.58,0
PAYMENT,1614.25,6212.22,4823.86,0
